#New xsec file, equivalent to XSection-MC15-13TeV.data at the moment of creation but with amcatnlopythia8 among showering algorithms
# svn co $SVNOFF/PhysicsAnalysis/SUSYPhys/SUSYTools/trunk, taken on 02.06.2015
# cat susy_crosssections_13TeV.txt|awk '{if ($1 != "" && $1 != "#") { s=$3*$5 ; print $1 "   " s "   " $4 " "}else{print $0}}'
# cross-sections are in pb

################################################################################################################   0
# BSM tttt ttZ' signals (s+t channel processes), ct=3, theta=0.79
410469 101.04868 1.1691711 amcatnlopythia8

### ttbar Jpsi filtered samples, see ANALYSISTO-651
### Note that the xsection do not agree with the one reported by ami
### as the samples use special filter and AMI does not reflect that
411125 0.3991 1.1398 herwigpp
411126 0.3991 1.1398 herwigpp
411127 0.3804 1.1398 herwigpp
411128 0.3804 1.1398 herwigpp
411129 0.3710 1.1398 herwigpp
411130 0.3710 1.1398 herwigpp
411131 0.3687 1.1398 herwigpp
411132 0.3687 1.1398 herwigpp
411133 0.3663 1.1398 herwigpp
411134 0.3663 1.1398 herwigpp
411135 0.3640 1.1398 herwigpp
411136 0.3640 1.1398 herwigpp
411137 0.3616 1.1398 herwigpp
411138 0.3616 1.1398 herwigpp
411139 0.3523 1.1398 herwigpp
411140 0.3523 1.1398 herwigpp
411141 0.3335 1.1398 herwigpp
411142 0.3335 1.1398 herwigpp
411143 0.4383 1.1398 pythia8
411144 0.4383 1.1398 pythia8
411145 0.4160 1.1398 pythia8
411146 0.4160 1.1398 pythia8
411147 0.4049 1.1398 pythia8
411148 0.4049 1.1398 pythia8
411149 0.4021 1.1398 pythia8
411150 0.4021 1.1398 pythia8
411151 0.3993 1.1398 pythia8
411152 0.3993 1.1398 pythia8
411153 0.3965 1.1398 pythia8
411154 0.3965 1.1398 pythia8
411155 0.3937 1.1398 pythia8
411156 0.3937 1.1398 pythia8
411157 0.3826 1.1398 pythia8
411158 0.3826 1.1398 pythia8
411159 0.3603 1.1398 pythia8
411160 0.3603 1.1398 pythia8

### ttH CP-odd/CP-mixed
### note that these Xsections are extracted from AMI
### the values include the ttbar decay filter efficiency, no K-factor is added
### aMC@NLO+Py8 samples, inclusive Higgs decays, ttbar 2l/1l/0l, cos(a)=0 and sqrt(2)/2
### See ANALYSISTO-728
346222 0.02207 1.0 amcatnlopythia8
346223 0.08841 1.0 amcatnlopythia8
346224 0.08843 1.0 amcatnlopythia8
346225 0.03650 1.0 amcatnlopythia8
346226 0.1462  1.0 amcatnlopythia8
346227 0.1460  1.0 amcatnlopythia8

## Single production VLQ samples
310776 0.02128 1.0 pythia8
310779 0.00443 1.0 pythia8

### 4top samples, see ANALYSISTO-732
310844 0.00050808 1.0 pythia8
310845 0.003979 1.0 pythia8
310846 0.00044988 1.0 pythia8
310847 0.00007017 1.0 pythia8

### more 4top samples, see ANALYSISTO-969
313346 0.0012704 1.0 pythia8
313180 0.000013361 1.0 pythia8
313181 0.0000029412 1.0 pythia8

### tZq systematic sample, see ANALYSISTO-735
412064 0.026724 1.0 amcatnlopythia8

### LRSM samples, see ANALYSISTO-736
310882 0.0301970 1.0 pythia8
310883 0.0045309 1.0 pythia8
310884 0.0019992 1.0 pythia8
310885 0.0015106 1.0 pythia8
310886 0.0014013 1.0 pythia8
310887 0.0012928 1.0 pythia8
310888 0.0010909 1.0 pythia8
310889 0.0008849 1.0 pythia8
310890 0.0009781 1.0 pythia8
310891 0.0006451 1.0 pythia8
310892 0.0005948 1.0 pythia8
310893 0.0005321 1.0 pythia8
310894 0.0004323 1.0 pythia8
310895 0.0003558 1.0 pythia8
310896 0.0005235 1.0 pythia8
310898 0.0002713 1.0 pythia8
310899 0.0002361 1.0 pythia8
310900 0.0001814 1.0 pythia8
310901 0.0001456 1.0 pythia8
310902 0.0003226 1.0 pythia8
310904 0.0001384 1.0 pythia8
310905 0.0001167 1.0 pythia8
310906 0.0000798 1.0 pythia8
310907 0.0000600 1.0 pythia8

### MadGraph+Pythia8 W+jets samples, see ANALYSISTO-741
363600 14003.16564   1.12 pythia8
363601 2322.9661     1.12 pythia8
363602 412.533368    1.12 pythia8
363603 537.9464572   1.12 pythia8
363604 182.7603014   1.12 pythia8
363605 38.07644785   1.12 pythia8
363606 212.3966845   1.12 pythia8
363607 85.7556792    1.12 pythia8
363608 23.433858     1.12 pythia8
363609 45.57212332   1.12 pythia8
363610 21.07638984   1.12 pythia8
363611 7.16025684    1.12 pythia8
363612 6.76036383    1.12 pythia8
363613 3.44491862    1.12 pythia8
363614 1.34207041    1.12 pythia8
363615 2.279215155   1.12 pythia8
363616 1.22733653    1.12 pythia8
363617 0.522376622   1.12 pythia8
363618 0.726471251   1.12 pythia8
363619 0.410391254   1.12 pythia8
363620 0.1910766     1.12 pythia8
363621 0.02222380524 1.12 pythia8
363622 0.01339115248 1.12 pythia8
363623 0.01185071202 1.12 pythia8
363624 14004.5048    1.12 pythia8
363625 2323.10505    1.12 pythia8
363626 412.385312    1.12 pythia8
363627 538.050051    1.12 pythia8
363628 182.7046746   1.12 pythia8
363629 38.08148652   1.12 pythia8
363630 212.323988    1.12 pythia8
363631 85.8325642    1.12 pythia8
363632 23.43906436   1.12 pythia8
363633 45.54900805   1.12 pythia8
363634 21.07020088   1.12 pythia8
363635 7.158716725   1.12 pythia8
363636 6.76455515    1.12 pythia8
363637 3.44348986    1.12 pythia8
363638 1.34288076    1.12 pythia8
363639 2.280225402   1.12 pythia8
363640 1.22967328    1.12 pythia8
363641 0.523015608   1.12 pythia8
363642 0.72390627    1.12 pythia8
363643 0.411587271   1.12 pythia8
363644 0.192608352   1.12 pythia8
363645 0.0219779669  1.12 pythia8
363646 0.01334981952 1.12 pythia8
363647 0.00678712909 1.12 pythia8
363648 13989.09414   1.12 pythia8
363649 2320.07482    1.12 pythia8
363650 412.214082    1.12 pythia8
363651 538.2524935   1.12 pythia8
363652 182.1940976   1.12 pythia8
363653 38.15646906   1.12 pythia8
363654 210.4490304   1.12 pythia8
363655 84.7715913    1.12 pythia8
363656 23.11390053   1.12 pythia8
363657 44.93991693   1.12 pythia8
363658 20.6424766    1.12 pythia8
363659 7.036983677   1.12 pythia8
363660 6.7365584     1.12 pythia8
363661 3.42010068    1.12 pythia8
363662 1.34597414    1.12 pythia8
363663 2.286770145   1.12 pythia8
363664 1.22557718    1.12 pythia8
363665 0.528794941   1.12 pythia8
363666 0.72461232    1.12 pythia8
363667 0.413382525   1.12 pythia8
363668 0.190476132   1.12 pythia8
363669 0.02271361214 1.12 pythia8
363670 0.01367200163 1.12 pythia8
363671 0.00716946351 1.12 pythia8

### VLQ E6 HqZq samples - see ANALYSISTO-743
307510 0.003439    1.0 pythia8
308961 0.084148    1.0 pythia8
308963 0.00092662  1.0 pythia8
308964 0.00027402  1.0 pythia8
309073 0.000069173 1.0 pythia8
310771 0.000045133 1.0 pythia8

## aMC@NLO+Pythia8 HF-filtered samples
## ANALYSISTO-745
## l+jets
412066  2.8164 1.1696 amcatnlopythia8
412067 16.812  1.1695 amcatnlopythia8
412068 13.886  1.1694 amcatnlopythia8
# dilept
412069 0.64900 1.1695 amcatnlopythia8
412070 3.9283  1.1695 amcatnlopythia8
412071 3.2672  1.1695 amcatnlopythia8
# allhad
412072  3.0481 1.1696 amcatnlopythia8
412073 17.948  1.1695 amcatnlopythia8
412074 14.542  1.1695 amcatnlopythia8

### new ttH Powheg samples - full reproduction, see ATLMCPROD-6422
#### Using YR4 Xsections values
# H->gamma gamma - same cross-section as 343436 (ANALYSISTO-898)
346525   0.0010405     1.0   pythia8
# H->ZZ(4l) - same cross-sections as 346343-5, multiplied by the H->ZZ(4l) BR (ANALYSISTO-898)
346340   0.000027378   1.0   pythia8
346341   0.000026422   1.0   pythia8
346342   0.000006337   1.0   pythia8
### Powheg+Pythia8 - ANALYSISTO-745
346343 0.23082 1.0 pythia8
346344 0.22276 1.0 pythia8
346345 0.05343 1.0 pythia8
## Powheg+Herwig7 - ANALYSISTO-745
346346 0.23082 1.0 herwigpp
346347 0.22276 1.0 herwigpp
346348 0.05343 1.0 herwigpp

### dijet samples, Pythia8 JZ filters with shower weights - see ATLMCPROD-5234
#### no K-factor, cross-section includes filter efficiency - values from AMI
## ANALYSISTO-745
364700 7.6127e+10 1.0 pythia8
364701 1.9081e+09 1.0 pythia8
364702 2.4013e+07 1.0 pythia8
364703 3.0849e+05 1.0 pythia8
364704 3.4039e+03 1.0 pythia8
364705 6.6149e+01 1.0 pythia8
364706 2.4399     1.0 pythia8
364707 1.7997e-01 1.0 pythia8
364708 6.3481e-03 1.0 pythia8
364709 2.3679e-04 1.0 pythia8
364710 7.0504e-06 1.0 pythia8
364711 1.1299e-07 1.0 pythia8
364712 4.4472e-10 1.0 pythia8
### dijet b-filtered samples, Pythia8 JZ filters - see ATLMCPROD-7217
#### no K-factor, cross-section includes filter efficiency - values from AMI
## ANALYSISTO-842
450694  857.0     1.0 pythia8
450695  2742.6    1.0 pythia8
450696  95.48     1.0 pythia8

### Zgamma samples (bugfixed version of 364500–364519) - see ANALYSISTO-748
366140  46.293    1.0  sherpa
366141  29.281    1.0  sherpa
366142  5.1577    1.0  sherpa
366143  0.40363   1.0  sherpa
366144  0.05299   1.0  sherpa
366145  46.276    1.0  sherpa
366146  29.28     1.0  sherpa
366147  5.1566    1.0  sherpa
366148  0.40322   1.0  sherpa
366149  0.05289   1.0  sherpa
366150  46.253    1.0  sherpa
366151  29.282    1.0  sherpa
366152  5.1534    1.0  sherpa
366153  0.40358   1.0  sherpa
366154  0.052981  1.0  sherpa

# ttbar Powheg+Pythia8 MET-sliced samples - see ANALYSISTO-750
407345 5.887492452  1.1398 pythia8
407346 0.816685607  1.1398 pythia8
407347 0.2292134593 1.1398 pythia8

# Single T VLQ sample - see ANALYSISTO-751
307061 0.0005882 1.0 pythia8

# ttW multilegNLO Sherpa - see ANALYSISTO-766
#XS from AMI and K-factor to scale to YR4 prediction
413000 0.621 0.966 sherpa
413001 0.680 0.882 sherpa
413005 0.581 1.033 sherpa
413008 0.652 0.920 sherpa

# tqGamma MadGraph+pythiia8 - see ANALYSISTO-772
412089 1.389 1.0 pythia8

# t-channel aMC@NLO+Pythia8 EFT (DSIDs 412075-80) samples - see ANALYSISTO-774
412075 69.138 1.019 amcatnlopythia8
412076 88.986 1.0 amcatnlopythia8
412077 71.098 1.0 amcatnlopythia8
412078 92.419 1.0 amcatnlopythia8
412079 92.424 1.0 amcatnlopythia8
412080 73.017 1.0 amcatnlopythia8

### reprocessed FCNC tqg samples - see ANALYSISTO-777
411221 3.1373  1.0 pythia8
411222 0.77433 1.0 pythia8
411223 3.1373  1.0 pythia8
411224 0.77433 1.0 pythia8
411225 3.1373  1.0 pythia8
411226 0.77433 1.0 pythia8
411227 3.1373  1.0 pythia8
411228 0.77433 1.0 pythia8

### aMC@NLO+Pythia8 tHq SM samples with DSIDs 346229-30 - see ANALYSISTO-778
346229 0.03516 1.0 amcatnlopythia8
346230 0.01828 1.0 amcatnlopythia8

### aMC@NLO+Pythia8 tHq non-SM samples with DSIDs 346231-4 - see ANALYSISTO-779
346231 0.41360 1.0 amcatnlopythia8
346232 0.21499 1.0 amcatnlopythia8
346233 0.14067 1.0 amcatnlopythia8
346234 0.07313 1.0 amcatnlopythia8

### Powheg+Pythia8 ttbar CR samples - see ANALYSISTO-788
411000 320.06 1.1398 pythia8
411001 76.98  1.1398 pythia8
411002 319.99 1.1398 pythia8
411003 77.01  1.1398 pythia8
411004 320.05 1.1397 pythia8
411005 76.97  1.1397 pythia8

### H+->tb samples - see ANALYSISTO-784 and ANALSYSTO-833
# also updated the previous values
341541 0.15615    1.0 amcatnlopythia8
451290 0.155821   1.0 amcatnlopythia8
341542 0.19654    1.0 amcatnlopythia8
451291 0.196563   1.0 amcatnlopythia8
341543 0.1836     1.0 amcatnlopythia8
451292 0.183846   1.0 amcatnlopythia8
341544 0.15858    1.0 amcatnlopythia8
451293 0.158746   1.0 amcatnlopythia8
341545 0.13326    1.0 amcatnlopythia8
451294 0.133689   1.0 amcatnlopythia8

341546 0.093578   1.0 amcatnlopythia8
450594 0.0933796  1.0 amcatnlopythia8
341547 0.06497    1.0 amcatnlopythia8
450595 0.0647998  1.0 amcatnlopythia8
341548 0.032812   1.0 amcatnlopythia8
450596 0.0326385  1.0 amcatnlopythia8
341549 0.017339   1.0 amcatnlopythia8
450597 0.0173278  1.0 amcatnlopythia8
341550 0.0095736  1.0 amcatnlopythia8
450001 0.0095924  1.0 amcatnlopythia8
341551 0.0055134  1.0 amcatnlopythia8
450002 0.0054745  1.0 amcatnlopythia8
341552 0.0032802  1.0 amcatnlopythia8
450003 0.0032737  1.0 amcatnlopythia8
341553 0.0019906  1.0 amcatnlopythia8
450004 0.0019876  1.0 amcatnlopythia8
341554 0.00079667 1.0 amcatnlopythia8
450598 0.00080063 1.0 amcatnlopythia8
341555 0.00034125 1.0 amcatnlopythia8
450599 0.00034302 1.0 amcatnlopythia8
341556 0.00015551 1.0 amcatnlopythia8
450600 0.00015516 1.0 amcatnlopythia8
341557 7.3804e-04 1.0 amcatnlopythia8
450601 7.3843e-05 1.0 amcatnlopythia8
341558 3.625e-05  1.0 amcatnlopythia8
450602 3.6218e-05 1.0 amcatnlopythia8

### Sherpa ttbar samples - see ANALYSISTO-791
410424 77.81 1.1262 sherpa
410425 161.95 1.1262 sherpa
410426 161.92 1.1262 sherpa
410427 336.89 1.1262 sherpa

# ttH aMcAtNlo Pythia8, reproduction without shower weights, see ATLMCPROD-6422 and ANALYSISTO-792
# Xsection (and filter eff) from AMI
# k-factor identical to old 345940-2 ones, to match YR4 cross-sections
346443    0.051245       1.1   amcatnlopythia8
346444    0.204960       1.1   amcatnlopythia8
346445    0.205100       1.1   amcatnlopythia8

### Singletop+H(tau tau) - see ANALYSISTO-801
412098 0.050656 1.0 amcatnlopythia8
412099 0.086204 1.0 amcatnlopythia8
412100 0.009759 1.0 amcatnlopythia8
412101 0.017654 1.0 amcatnlopythia8
412102 0.050761 1.0 amcatnlopythia8
412103 0.085957 1.0 amcatnlopythia8
412104 0.009808 1.0 amcatnlopythia8
412105 0.017683 1.0 amcatnlopythia8

### non-resonant HH->bbZZ->bb4 sample - see ANALYSISTO-802
450578 0.013685 1.0 herwigpp

### non-resonant HH->multilep - see ANALYSISTO-815
450661 0.0008643 1.0 herwigpp
450662 0.0004180 1.0 herwigpp
450663 0.0001336 1.0 herwigpp

### ttgamma separated samples - see ANALYSISTO-803
412112  1.471965 1.0 amcatnlopythia8
412113  0.963324 1.0 pythia8
412114  2.520    1.0 pythia8

### tH(h->bbbar) - see ANALYSISTO-818
412059 0.017155 1.0 amcatnlopythia8
412060 0.118490 1.0 amcatnlopythia8
412061 0.017193 1.0 amcatnlopythia8
412062 0.118430 1.0 amcatnlopythia8
# the tqH samples below were updated in ANALYSISTO-877
411229 6.1080771987 1.1945 pythia8
411230 6.0891086247 1.1945 pythia8
411231 5.9547325725 1.1945 pythia8
411232 5.8862521208 1.1945 pythia8

# Hplus_lm samples -- see ANALYSISTO-877
450005 4.1781	1.1945 pythia8
450006 4.1781	1.1945 pythia8
450007 4.1781	1.1945 pythia8
450008 4.1781	1.1945 pythia8
450009 4.1781	1.1945 pythia8
450010 4.1781	1.1945 pythia8
450011 4.1781	1.1945 pythia8
450012 4.1781	1.1945 pythia8
450013 4.1781	1.1945 pythia8

### H+->cb samples - see ANALYSISTO-979
451316 4.1781 1.1945 pythia8
451317 4.1781 1.1945 pythia8

### LQLQ->tau tau samples - see ANALYSISTO-822
312244 0.0145476 1.0 amcatnlopythia8
312245 0.0064871 1.0 amcatnlopythia8
312246 0.0014741 1.0 amcatnlopythia8
312247 0.0007490 1.0 amcatnlopythia8
312248 0.0003864 1.0 amcatnlopythia8
312249 0.0002061 1.0 amcatnlopythia8
312250 0.0001115 1.0 amcatnlopythia8

### ttZ sherpa-2.2.1 samples - see ANALYSISTO-824
413022 0.12038 1.0276 sherpa
413023 0.13058 0.94731 sherpa
## additional ttZ(nunu) samples (ANALYSISTO-1013)
413024  0.72438      1.04   sherpa

### LQLQ->tltl samples - see ANALYSISTO-829
312091 0.0024481 1 amcatnlopythia8
312092 0.00059725 1 amcatnlopythia8
312093 0.00042849 1 amcatnlopythia8
312094 0.00022481 1 amcatnlopythia8
312095 0.0001646 1 amcatnlopythia8
312096 0.00011973 1 amcatnlopythia8
312097 0.000065525 1 amcatnlopythia8
312098 0.000048991 1 amcatnlopythia8
312099 0.000015166 1 amcatnlopythia8
312100 0.0000049179 1 amcatnlopythia8
312101 0.00059712 1 amcatnlopythia8
312102 0.00042849 1 amcatnlopythia8
312103 0.0002248 1 amcatnlopythia8
312104 0.0001646 1 amcatnlopythia8
312105 0.00011973 1 amcatnlopythia8
312106 0.000065248 1 amcatnlopythia8
312107 0.000048989 1 amcatnlopythia8
312108 0.000015167 1 amcatnlopythia8
312109 0.0000049182 1 amcatnlopythia8

### LQLQ -->tete - see ANALYSISTO-830

312180 1.7286E-00 1.0 amcatnlopythia8
312181 1.6535E-01 1.0 amcatnlopythia8
312182 6.3032E-02 1.0 amcatnlopythia8
312183 2.6308E-02 1.0 amcatnlopythia8
312184 1.7374E-02 1.0 amcatnlopythia8
312185 7.9727E-03 1.0 amcatnlopythia8
312186 5.4646E-03 1.0 amcatnlopythia8
312187 3.7900E-03 1.0 amcatnlopythia8
312188 2.6651E-03 1.0 amcatnlopythia8
312189 1.8865E-03 1.0 amcatnlopythia8
312190 1.3447E-03 1.0 amcatnlopythia8
312191 9.6729E-04 1.0 amcatnlopythia8
312192 5.0588E-04 1.0 amcatnlopythia8
312193 3.7071E-04 1.0 amcatnlopythia8
312194 2.6963E-04 1.0 amcatnlopythia8
312195 2.0115E-04 1.0 amcatnlopythia8
312196 1.4688E-04 1.0 amcatnlopythia8
312197 1.0983E-04 1.0 amcatnlopythia8
312198 3.4372E-05 1.0 amcatnlopythia8
312199 1.9453E-05 1.0 amcatnlopythia8
312200 1.1053E-05 1.0 amcatnlopythia8

### LQLQ -->tmutmu - see ANALYSISTO-830

312159 1.7286E-00 1.0 amcatnlopythia8
312160 1.6535E-01 1.0 amcatnlopythia8
312161 6.3032E-02 1.0 amcatnlopythia8
312162 2.6308E-02 1.0 amcatnlopythia8
312163 1.7374E-02 1.0 amcatnlopythia8
312164 7.9727E-03 1.0 amcatnlopythia8
312165 5.4646E-03 1.0 amcatnlopythia8
312166 3.7900E-03 1.0 amcatnlopythia8
312167 2.6651E-03 1.0 amcatnlopythia8
312168 1.8865E-03 1.0 amcatnlopythia8
312169 1.3447E-03 1.0 amcatnlopythia8
312170 9.6729E-04 1.0 amcatnlopythia8
312171 5.0588E-04 1.0 amcatnlopythia8
312172 3.7071E-04 1.0 amcatnlopythia8
312173 2.6963E-04 1.0 amcatnlopythia8
312174 2.0115E-04 1.0 amcatnlopythia8
312175 1.4688E-04 1.0 amcatnlopythia8
312176 1.0983E-04 1.0 amcatnlopythia8
312177 3.4372E-05 1.0 amcatnlopythia8
312178 1.9453E-05 1.0 amcatnlopythia8
312179 1.1053E-05 1.0 amcatnlopythia8

### LQ samples - see ANALYSISTO-831
312117 1.7329 1 amcatnlopythia8
312118 0.16535 1 amcatnlopythia8
312119 0.06317 1 amcatnlopythia8
312120 0.026309 1 amcatnlopythia8
312121 0.017374 1 amcatnlopythia8
312122 0.0079728 1 amcatnlopythia8
312123 0.0054766 1 amcatnlopythia8
312124 0.0037899 1 amcatnlopythia8
312125 0.00266 1 amcatnlopythia8
312126 0.0018865 1 amcatnlopythia8
312127 0.0013475 1 amcatnlopythia8
312128 0.00096944 1 amcatnlopythia8
312129 0.00050588 1 amcatnlopythia8
312130 0.0003707 1 amcatnlopythia8
312131 0.00026962 1 amcatnlopythia8
312132 0.00020113 1 amcatnlopythia8
312133 0.00014668 1 amcatnlopythia8
312134 0.00010983 1 amcatnlopythia8
312135 0.000034158 1 amcatnlopythia8
312136 0.000019453 1 amcatnlopythia8
312137 0.000011053 1 amcatnlopythia8
312138 1.7321 1 amcatnlopythia8
312139 0.16527 1 amcatnlopythia8
312140 0.063166 1 amcatnlopythia8
312141 0.026316 1 amcatnlopythia8
312142 0.017373 1 amcatnlopythia8
312143 0.007973 1 amcatnlopythia8
312144 0.0054644 1 amcatnlopythia8
312145 0.0037899 1 amcatnlopythia8
312146 0.0026767 1 amcatnlopythia8
312147 0.001886 1 amcatnlopythia8
312148 0.0013447 1 amcatnlopythia8
312149 0.00096734 1 amcatnlopythia8
312150 0.00050587 1 amcatnlopythia8
312151 0.00037065 1 amcatnlopythia8
312152 0.00026962 1 amcatnlopythia8
312153 0.00020099 1 amcatnlopythia8
312154 0.00014688 1 amcatnlopythia8
312155 0.00010963 1 amcatnlopythia8
312156 0.000034228 1 amcatnlopythia8
312157 0.000019455 1 amcatnlopythia8
312158 0.000011057 1 amcatnlopythia8

### Herwig 7.1.3 ttbae samples - see ANALYSISTO-832
411233 320.1853 1.1392 herwigpp713
411234 77.01622 1.1391 herwigpp713
412116 313.2281 1.1694 herwigpp713
412117 76.2908  1.1681 herwigpp713
### Herwig t.1.3 allhad ttbar samples see ANALYSISTO-871
411316 333.04606  1.1392 herwigpp713
412175 321.9881   1.1693 herwigpp713
411338 3.5337316  1.1392 herwigpp713
411339 0.60887209 1.1392 herwigpp713

### allhadronic V+jets sample - a bug fixed version - see ANALYSISTO-837
364375 14.445   1.0 sherpa
364376 1.1536   1.0 sherpa
364377 0.024211 1.0 sherpa
364378 32.842   1.0 sherpa
364379 2.6058   1.0 sherpa
364380 0.054038 1.0 sherpa

### ttZ alternative samples for estiamtion of PS uncertainties - see ANALYSISTO-838
412090 0.026915 1.12 herwigpp
412091 0.026915 1.12 herwigpp
412092 0.045008 1.12 herwigpp
## additional ttZ(nunu) samples (ANALYSISTO-1013)
410158 0.15344  1.12 herwigpp

### tHjb CP and tWH CP samples - see ANALYSISTO-845
#tHjb samples
346533 0.063572 1.0 amcatnlopythia8
346534 0.075124 1.0 amcatnlopythia8
346535 0.099011 1.0 amcatnlopythia8
346536 0.13816 1.0 amcatnlopythia8
346537 0.19596 1.0 amcatnlopythia8
346538 0.27147 1.0 amcatnlopythia8

### tWH (H->all, top->all) CP odd coupling
346768 0.14991  1.0 amcatnlopythia8
346769 0.014795  1.0 amcatnlopythia8
346770 0.091531 1.0 amcatnlopythia8
346771 0.109420 1.0 amcatnlopythia8
346772 0.706750 1.0 amcatnlopythia8
346773 0.095267 1.0 amcatnlopythia8
346774 0.240070 1.0 amcatnlopythia8
346775 0.207560 1.0 amcatnlopythia8

#tWH samples
346589 0.018316 1.0 amcatnlopythia8
346590 0.023106 1.0 amcatnlopythia8
346591 0.031039 1.0 amcatnlopythia8
346592 0.042124 1.0 amcatnlopythia8
346593 0.056218 1.0 amcatnlopythia8
346594 0.072898 1.0 amcatnlopythia8

### SM tHjb and tWH alpha=0 samples (SM), Higgs and ttbar inclusive decays - see ANALYSISTO-894
346676 0.060140 1.0 amcatnlopythia8
346678 0.016719 1.0 amcatnlopythia8

### MET Filtered Powheg+Pythia8 single-top Wt samples - see ANALYSISTO-853
411193 0.3202364628 0.9445 pythia8
411194 0.062782532  0.9445 pythia8
411195 0.0288765485 0.9445 pythia8
411196 0.3170810981 0.9452 pythia8
411197 0.0620030596 0.9452 pythia8
411198 0.0284050474 0.9452 pythia8
411199 0.2358518211 0.9705 pythia8
411200 0.0331315391 0.9705 pythia8
411201 0.0080657817 0.9705 pythia8
411202 0.2456231778 0.9516 pythia8
411203 0.0356450446 0.9517 pythia8
411204 0.0097842888 0.9517 pythia8

### Single Wb-mediated production VLQ signal samples - see ANALYSISTO-857
312335 0.4784 1.0 amcatnlopythia8
312336 0.2315 1.0 amcatnlopythia8
312337 0.1147 1.0 amcatnlopythia8
312338 0.05784 1.0 amcatnlopythia8
312339 0.02984 1.0 amcatnlopythia8
312340 0.01561 1.0 amcatnlopythia8
312341 0.008357 1.0 amcatnlopythia8
312342 0.2638 1.0 amcatnlopythia8
312343 0.1357 1.0 amcatnlopythia8
312344 0.07266 1.0 amcatnlopythia8
312345 0.04018 1.0 amcatnlopythia8
312346 0.02321 1.0 amcatnlopythia8
312347 0.0138 1.0 amcatnlopythia8
312348 0.008441 1.0 amcatnlopythia8
312349 0.2021 1.0 amcatnlopythia8
312350 0.101 1.0 amcatnlopythia8
312351 0.05162 1.0 amcatnlopythia8
312352 0.02689 1.0 amcatnlopythia8
312353 0.01416 1.0 amcatnlopythia8
312354 0.007579 1.0 amcatnlopythia8
312355 0.004046 1.0 amcatnlopythia8

### Z prime samples for LFV - see ANALYSISTO-858
312428 11.428    1.0 pythia8
312429 0.77863   1.0 pythia8
312430 0.031493  1.0 pythia8
312431 11.428    1.0 pythia8
312432 0.77863   1.0 pythia8
312433 0.031493  1.0 pythia8
312434 11.428    1.0 pythia8
312435 0.77863   1.0 pythia8
312436 0.031493  1.0 pythia8
402970 1.8933    1.0 amcatnlopythia8
402975 0.12785   1.0 amcatnlopythia8
402985 0.0047488 1.0 amcatnlopythia8
402995 1.8933    1.0 amcatnlopythia8
403000 0.12785   1.0 amcatnlopythia8
403010 0.0047488 1.0 amcatnlopythia8
403020 1.8933    1.0 amcatnlopythia8
403025 0.12785   1.0 amcatnlopythia8
403035 0.0047488 1.0 amcatnlopythia8

### More LFV samples
312860 3.2385  1.0 pythia8
312861 0.12975 1.0 pythia8
312862 3.2385  1.0 pythia8
312863 0.12975 1.0 pythia8
312864 3.2385  1.0 pythia8
312865 0.12975 1.0 pythia8
402972 0.53705 1.0 amcatnlopythia8
402980 0.02072 1.0 amcatnlopythia8
402997 0.53705 1.0 amcatnlopythia8
403005 0.02072 1.0 amcatnlopythia8
403022 0.53705 1.0 amcatnlopythia8
403030 0.02072 1.0 amcatnlopythia8

### ZmumuWithInternalConversionFilter (needed for tttt) - see ANALYSISTO-863
346413 0.368313 1.0 pythia8

### Photon induced Pythia8 samples - see ANALYSISTO-869
364834 23.78443      1.0 pythia8
364835 2.99247       1.0 pythia8
364836 0.1428266     1.0 pythia8
364837 0.004595475   1.0 pythia8
364838 0.0001114589  1.0 pythia8
364839 0.00000829069 1.0 pythia8
364840 4.19982147e-8 1.0 pythia8
364841 24.405523     1.0 pythia8
364842 3.03267       1.0 pythia8
364843 0.1456604     1.0 pythia8
364844 0.004623615   1.0 pythia8
364845 0.000111806   1.0 pythia8
364846 0.00000832394 1.0 pythia8
364847 4.21530771e-8 1.0 pythia8

### LQ samples - see ANALYSISTO-880
312201 1.7321 1.0 amcatnlopythia8
312202 1.7299 1.0 amcatnlopythia8
312203 1.6525E-01 1.0 amcatnlopythia8
312204 1.6560E-01 1.0 amcatnlopythia8
312205 6.3149E-02 1.0 amcatnlopythia8
312206 6.3252E-02 1.0 amcatnlopythia8
312207 2.6310E-02 1.0 amcatnlopythia8
312208 2.6308E-02 1.0 amcatnlopythia8
312209 1.7394E-02 1.0 amcatnlopythia8
312210 1.7403E-02 1.0 amcatnlopythia8
312211 7.9741E-03 1.0 amcatnlopythia8
312212 7.9592E-03 1.0 amcatnlopythia8
312213 5.4606E-03 1.0 amcatnlopythia8
312214 5.4614E-03 1.0 amcatnlopythia8
312215 3.7899E-03 1.0 amcatnlopythia8
312216 3.7898E-03 1.0 amcatnlopythia8
312217 2.6662E-03 1.0 amcatnlopythia8
312218 2.6618E-03 1.0 amcatnlopythia8
312219 1.8862E-03 1.0 amcatnlopythia8
312220 1.8829E-03 1.0 amcatnlopythia8
312221 1.3440E-03 1.0 amcatnlopythia8
312222 1.3474E-03 1.0 amcatnlopythia8
312223 9.6735E-04 1.0 amcatnlopythia8
312224 9.6733E-04 1.0 amcatnlopythia8
